,Unnamed: 0,name,coordinates,category,location,rating,review_count,state
42021,42021,Culver's,"{'latitude': 43.6885375976563, 'longitude': -98.012416}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1015 Cabela Dr', 'address2': '', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1015 Cabela Dr', 'Mitchell, SD 57301']}",4.0,26,SD
42034,42034,Dairy Queen Grill & Chill,"{'latitude': 45.5371708874123, 'longitude': -100.429111946414}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '407 E Grand Xing', 'address2': '', 'address3': '', 'city': 'Mobridge', 'zip_code': '57601', 'country': 'US', 'state': 'SD', 'display_address': ['407 E Grand Xing', 'Mobridge, SD 57601']}",4.5,3,SD
42037,42037,Taco John's,"{'latitude': 45.5371892852276, 'longitude': -100.431251674891}","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '221 E Grand Xing', 'address2': '', 'address3': '', 'city': 'Mobridge', 'zip_code': '57601', 'country': 'US', 'state': 'SD', 'display_address': ['221 E Grand Xing', 'Mobridge, SD 57601']}",3.5,2,SD
42043,42043,Burger King,"{'latitude': 45.536978, 'longitude': -100.444093201223}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '807 Grand Crossing West', 'address2': '', 'address3': '', 'city': 'Mobridge', 'zip_code': '57601', 'country': 'US', 'state': 'SD', 'display_address': ['807 Grand Crossing West', 'Mobridge, SD 57601']}",1.5,5,SD
42049,42049,Culver's,"{'latitude': 43.6885375976563, 'longitude': -98.012416}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1015 Cabela Dr', 'address2': '', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1015 Cabela Dr', 'Mitchell, SD 57301']}",4.0,26,SD
42060,42060,Jimmy John's,"{'latitude': 43.6943931, 'longitude': -98.0128964}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]","{'address1': '1610 S Burr St', 'address2': 'Ste. A', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1610 S Burr St', 'Ste. A', 'Mitchell, SD 57301']}",4.5,7,SD
42070,42070,Culver's,"{'latitude': 43.6885375976563, 'longitude': -98.012416}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1015 Cabela Dr', 'address2': '', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1015 Cabela Dr', 'Mitchell, SD 57301']}",4.0,26,SD
42081,42081,Jimmy John's,"{'latitude': 43.6943931, 'longitude': -98.0128964}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]","{'address1': '1610 S Burr St', 'address2': 'Ste. A', 'address3': '', 'city': 'Mitchell', 'zip_code': '57301', 'country': 'US', 'state': 'SD', 'display_address': ['1610 S Burr St', 'Ste. A', 'Mitchell, SD 57301']}",4.5,7,SD
42143,42143,McDonald's,"{'latitude': 42.7873297465179, 'longitude': -96.9297293069689}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '702 N Dakota St', 'address2': '', 'address3': '', 'city': 'Vermillion', 'zip_code': '57069', 'country': 'US', 'state': 'SD', 'display_address': ['702 N Dakota St', 'Vermillion, SD 57069']}",1.5,8,SD
42162,42162,McDonald's,"{'latitude': 42.7873297465179, 'longitude': -96.9297293069689}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '702 N Dakota St', 'address2': '', 'address3': '', 'city': 'Vermillion', 'zip_code': '57069', 'country': 'US', 'state': 'SD', 'display_address': ['702 N Dakota St', 'Vermillion, SD 57069']}",1.5,8,SD
42184,42184,McDonald's,"{'latitude': 42.7873297465179, 'longitude': -96.9297293069689}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '702 N Dakota St', 'address2': '', 'address3': '', 'city': 'Vermillion', 'zip_code': '57069', 'country': 'US', 'state': 'SD', 'display_address': ['702 N Dakota St', 'Vermillion, SD 57069']}",1.5,8,SD
42201,42201,McDonald's,"{'latitude': 42.7873297465179, 'longitude': -96.9297293069689}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '702 N Dakota St', 'address2': '', 'address3': '', 'city': 'Vermillion', 'zip_code': '57069', 'country': 'US', 'state': 'SD', 'display_address': ['702 N Dakota St', 'Vermillion, SD 57069']}",1.5,8,SD
42218,42218,Waffle House,"{'latitude': 32.88014, 'longitude': -80.71202}","[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1326 Sniders Hwy', 'address2': '', 'address3': '', 'city': 'Walterboro', 'zip_code': '29488', 'country': 'US', 'state': 'SC', 'display_address': ['1326 Sniders Hwy', 'Walterboro, SC 29488']}",4.0,25,SC
42220,42220,Waffle House,"{'latitude': 32.9289627, 'longitude': -80.6878442}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1646 Bells Hwy', 'address2': '', 'address3': '', 'city': 'Walterboro', 'zip_code': '29488', 'country': 'US', 'state': 'SC', 'display_address': ['1646 Bells Hwy', 'Walterboro, SC 29488']}",3.5,15,SC
42222,42222,Subway,"{'latitude': 32.9196407597541, 'longitude': -80.6777946851021}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '795 Bells Hwy', 'address2': '', 'address3': '', 'city': 'Walterboro', 'zip_code': '29488', 'country': 'US', 'state': 'SC', 'display_address': ['795 Bells Hwy', 'Walterboro, SC 29488']}",4.5,4,SC
42224,42224,KFC,"{'latitude': 32.9327326002316, 'longitude': -80.6922312075742}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '2130 Bells Hwy', 'address2': '', 'address3': None, 'city': 'Walterboro', 'zip_code': '29488', 'country': 'US', 'state': 'SC', 'display_address': ['2130 Bells Hwy', 'Walterboro, SC 29488']}",4.0,10,SC
42241,42241,Culver's,"{'latitude': 44.312101, 'longitude': -96.766672}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '2229 6th St', 'address2': None, 'address3': None, 'city': 'Brookings', 'zip_code': '57006', 'country': 'US', 'state': 'SD', 'display_address': ['2229 6th St', 'Brookings, SD 57006']}",4.0,9,SD
42278,42278,Sonic Drive-In,"{'latitude': 35.2349374878517, 'longitude': -88.3846501705397}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '325 Main St', 'address2': '', 'address3': '', 'city': 'Adamsville', 'zip_code': '38310', 'country': 'US', 'state': 'TN', 'display_address': ['325 Main St', 'Adamsville, TN 38310']}",2.5,2,TN
42284,42284,Waffle House,"{'latitude': 34.4387618, 'longitude': -79.371473}","[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '709 Radford Blvd', 'address2': '', 'address3': '', 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['709 Radford Blvd', 'Dillon, SC 29536']}",4.0,12,SC
42290,42290,Popeyes Louisiana Kitchen,"{'latitude': 34.4386824, 'longitude': -79.3709126}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '710 Radford Blvd', 'address2': '', 'address3': '', 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['710 Radford Blvd', 'Dillon, SC 29536']}",3.0,15,SC
42291,42291,Taco Bell,"{'latitude': 34.438205529806, 'longitude': -79.3713798954627}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '711 Radford Blvd.', 'address2': '', 'address3': '', 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['711 Radford Blvd.', 'Dillon, SC 29536']}",4.0,6,SC
42292,42292,Arby's,"{'latitude': 34.4194003540105, 'longitude': -79.4157542745661}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1911 Hwy 34 W', 'address2': None, 'address3': None, 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['1911 Hwy 34 W', 'Dillon, SC 29536']}",1.5,5,SC
42296,42296,Cook Out,"{'latitude': 34.437632125345, 'longitude': -79.3698507468943}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '716 Radford Blvd', 'address2': '', 'address3': None, 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['716 Radford Blvd', 'Dillon, SC 29536']}",4.0,3,SC
42297,42297,Wendy's,"{'latitude': 34.43708, 'longitude': -79.37026}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '702 Bradford Blvd', 'address2': '', 'address3': '', 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['702 Bradford Blvd', 'Dillon, SC 29536']}",2.0,18,SC
42303,42303,Waffle House,"{'latitude': 34.4387618, 'longitude': -79.371473}","[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '709 Radford Blvd', 'address2': '', 'address3': '', 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['709 Radford Blvd', 'Dillon, SC 29536']}",4.0,12,SC
42308,42308,Popeyes Louisiana Kitchen,"{'latitude': 34.4386824, 'longitude': -79.3709126}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'address1': '710 Radford Blvd', 'address2': '', 'address3': '', 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['710 Radford Blvd', 'Dillon, SC 29536']}",3.0,15,SC
42309,42309,Taco Bell,"{'latitude': 34.438205529806, 'longitude': -79.3713798954627}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '711 Radford Blvd.', 'address2': '', 'address3': '', 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['711 Radford Blvd.', 'Dillon, SC 29536']}",4.0,6,SC
42313,42313,Cook Out,"{'latitude': 34.437632125345, 'longitude': -79.3698507468943}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '716 Radford Blvd', 'address2': '', 'address3': None, 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['716 Radford Blvd', 'Dillon, SC 29536']}",4.0,3,SC
42314,42314,Wendy's,"{'latitude': 34.43708, 'longitude': -79.37026}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '702 Bradford Blvd', 'address2': '', 'address3': '', 'city': 'Dillon', 'zip_code': '29536', 'country': 'US', 'state': 'SC', 'display_address': ['702 Bradford Blvd', 'Dillon, SC 29536']}",2.0,18,SC
42317,42317,Waffle House,"{'latitude': 34.5050461, 'longitude': -79.3077469}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '14860 Hwy 301 S', 'address2': '', 'address3': '', 'city': 'Rowland', 'zip_code': '28383', 'country': 'US', 'state': 'NC', 'display_address': ['14860 Hwy 301 S', 'Rowland, NC 28383']}",4.0,11,NC
42325,42325,Dairy Queen,"{'latitude': 43.373511868904, 'longitude': -99.8444098234177}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1014 E 5th St', 'address2': '', 'address3': '', 'city': 'Winner', 'zip_code': '57580', 'country': 'US', 'state': 'SD', 'display_address': ['1014 E 5th St', 'Winner, SD 57580']}",3.5,3,SD
42327,42327,McDonald's,"{'latitude': 43.3770182140831, 'longitude': -99.8500075144784}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '526 E 2nd St', 'address2': '', 'address3': '', 'city': 'Winner', 'zip_code': '57580', 'country': 'US', 'state': 'SD', 'display_address': ['526 E 2nd St', 'Winner, SD 57580']}",2.5,3,SD
42329,42329,Subway,"{'latitude': 43.376202, 'longitude': -99.846462}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '821 Hwy 44 E', 'address2': None, 'address3': None, 'city': 'Winner', 'zip_code': '57580', 'country': 'US', 'state': 'SD', 'display_address': ['821 Hwy 44 E', 'Winner, SD 57580']}",4.0,1,SD
42335,42335,Dairy Queen,"{'latitude': 43.373511868904, 'longitude': -99.8444098234177}","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1014 E 5th St', 'address2': '', 'address3': '', 'city': 'Winner', 'zip_code': '57580', 'country': 'US', 'state': 'SD', 'display_address': ['1014 E 5th St', 'Winner, SD 57580']}",3.5,3,SD
42336,42336,McDonald's,"{'latitude': 43.3770182140831, 'longitude': -99.8500075144784}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '526 E 2nd St', 'address2': '', 'address3': '', 'city': 'Winner', 'zip_code': '57580', 'country': 'US', 'state': 'SD', 'display_address': ['526 E 2nd St', 'Winner, SD 57580']}",2.5,3,SD
42338,42338,Subway,"{'latitude': 43.376202, 'longitude': -99.846462}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '821 Hwy 44 E', 'address2': None, 'address3': None, 'city': 'Winner', 'zip_code': '57580', 'country': 'US', 'state': 'SD', 'display_address': ['821 Hwy 44 E', 'Winner, SD 57580']}",4.0,1,SD
42400,42400,Chick-fil-A,"{'latitude': 34.7347482, 'longitude': -80.7875179}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '901 Hwy 9 Bypass West', 'address2': '', 'address3': '', 'city': 'Lancaster', 'zip_code': '29720', 'country': 'US', 'state': 'SC', 'display_address': ['901 Hwy 9 Bypass West', 'Lancaster, SC 29720']}",4.5,13,SC
42420,42420,Chick-fil-A,"{'latitude': 34.7347482, 'longitude': -80.7875179}","[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '901 Hwy 9 Bypass West', 'address2': '', 'address3': '', 'city': 'Lancaster', 'zip_code': '29720', 'country': 'US', 'state': 'SC', 'display_address': ['901 Hwy 9 Bypass West', 'Lancaster, SC 29720']}",4.5,13,SC
42431,42431,Waffle House,"{'latitude': 34.7335150399786, 'longitude': -80.8014320260727}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '1300 Hwy 9 By Pass', 'address2': '', 'address3': '', 'city': 'Lancaster', 'zip_code': '29721', 'country': 'US', 'state': 'SC', 'display_address': ['1300 Hwy 9 By Pass', 'Lancaster, SC 29721']}",3.5,6,SC
42437,42437,Sonic Drive-In,"{'latitude': 34.731366, 'longitude': -80.8067229}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'address1': '1501 Hwy 9 Bypass W', 'address2': '', 'address3': '', 'city': 'Lancaster', 'zip_code': '29720', 'country': 'US', 'state': 'SC', 'display_address': ['1501 Hwy 9 Bypass W', 'Lancaster, SC 29720']}",3.5,5,SC
42470,42470,McDonald's,"{'latitude': 39.52390750015, 'longitude': -83.4587439894676}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '1401 Leesburg Ave', 'address2': '', 'address3': '', 'city': 'Washington Court House', 'zip_code': '43160', 'country': 'US', 'state': 'OH', 'display_address': ['1401 Leesburg Ave', 'Washington Court House, OH 43160']}",3.5,8,OH
42474,42474,Wendy's,"{'latitude': 39.532787, 'longitude': -83.445862}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '530 Clinton Avenue', 'address2': '', 'address3': '', 'city': 'Washington C.H.', 'zip_code': '43160', 'country': 'US', 'state': 'OH', 'display_address': ['530 Clinton Avenue', 'Washington C.H., OH 43160']}",2.5,5,OH
42478,42478,Subway,"{'latitude': 39.5250933793338, 'longitude': -83.4565574076548}","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '1377 Leesburg Ave', 'address2': '', 'address3': '', 'city': 'Washington Court House', 'zip_code': '43160', 'country': 'US', 'state': 'OH', 'display_address': ['1377 Leesburg Ave', 'Washington Court House, OH 43160']}",4.0,1,OH
42492,42492,Frisch's Big Boy,"{'latitude': 39.5518884976799, 'longitude': -83.4209717810155}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '1815 Columbus Ave', 'address2': '', 'address3': '', 'city': 'Washington Court House', 'zip_code': '43160', 'country': 'US', 'state': 'OH', 'display_address': ['1815 Columbus Ave', 'Washington Court House, OH 43160']}",3.0,10,OH
42495,42495,McDonald's,"{'latitude': 39.5449599749354, 'longitude': -83.4262329339981}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '280 S Elm St', 'address2': '', 'address3': '', 'city': 'Washington Court House', 'zip_code': '43160', 'country': 'US', 'state': 'OH', 'display_address': ['280 S Elm St', 'Washington Court House, OH 43160']}",2.5,7,OH
42496,42496,Taco Bell,"{'latitude': 39.547418, 'longitude': -83.426405}","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'address1': '1295 Columbus Ave', 'address2': '', 'address3': '', 'city': 'Washington Court House', 'zip_code': '43160', 'country': 'US', 'state': 'OH', 'display_address': ['1295 Columbus Ave', 'Washington Court House, OH 43160']}",2.5,9,OH
42514,42514,McDonald's,"{'latitude': 39.5449599749354, 'longitude': -83.4262329339981}","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'address1': '280 S Elm St', 'address2': '', 'address3': '', 'city': 'Washington Court House', 'zip_code': '43160', 'country': 'US', 'state': 'OH', 'display_address': ['280 S Elm St', 'Washington Court House, OH 43160']}",2.5,7,OH
42516,42516,Frisch's Big Boy,"{'latitude': 39.5518884976799, 'longitude': -83.4209717810155}","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'address1': '1815 Columbus Ave', 'address2': '', 'address3': '', 'city': 'Washington Court House', 'zip_code': '43160', 'country': 'US', 'state': 'OH', 'display_address': ['1815 Columbus Ave', 'Washington Court House, OH 43160']}",3.0,10,OH
